"","symbol","date"
"445","AAPL",2018-04-09 17:35:00
"446","AAPL",2018-04-09 17:40:00
"447","AAPL",2018-04-09 17:45:00
"448","AAPL",2018-04-09 17:50:00
"449","AAPL",2018-04-09 17:55:00
"450","AAPL",2018-04-09 18:00:00
"451","AAPL",2018-04-09 18:05:00
"452","AAPL",2018-04-09 18:10:00
"453","AAPL",2018-04-09 18:15:00
"454","AAPL",2018-04-09 18:20:00
"455","AAPL",2018-04-09 18:25:00
"456","AAPL",2018-04-09 18:30:00
"457","AAPL",2018-04-09 18:35:00
"458","AAPL",2018-04-09 18:40:00
"459","AAPL",2018-04-09 18:45:00
"460","AAPL",2018-04-09 18:50:00
"461","AAPL",2018-04-09 18:55:00
"462","AAPL",2018-04-09 19:00:00
"463","AAPL",2018-04-09 19:05:00
"464","AAPL",2018-04-09 19:10:00
"465","AAPL",2018-04-09 19:15:00
"466","AAPL",2018-04-09 19:20:00
"467","AAPL",2018-04-09 19:25:00
"468","AAPL",2018-04-09 19:30:00
"469","AAPL",2018-04-09 19:35:00
"470","AAPL",2018-04-09 19:40:00
"471","AAPL",2018-04-09 19:45:00
"472","AAPL",2018-04-09 19:50:00
"473","AAPL",2018-04-09 19:55:00
"474","AAPL",2018-04-09 20:00:00
"475","AAPL",2018-04-10 13:30:00
"476","AAPL",2018-04-10 13:35:00
"477","AAPL",2018-04-10 13:40:00
"478","AAPL",2018-04-10 13:45:00
"479","AAPL",2018-04-10 13:50:00
"480","AAPL",2018-04-10 13:55:00
"481","AAPL",2018-04-10 14:00:00
"482","AAPL",2018-04-10 14:05:00
"483","AAPL",2018-04-10 14:10:00
"484","AAPL",2018-04-10 14:15:00
"485","AAPL",2018-04-10 14:20:00
"486","AAPL",2018-04-10 14:25:00
"487","AAPL",2018-04-10 14:30:00
"488","AAPL",2018-04-10 14:35:00
"489","AAPL",2018-04-10 14:40:00
"490","AAPL",2018-04-10 14:45:00
"491","AAPL",2018-04-10 14:50:00
"492","AAPL",2018-04-10 14:55:00
"493","AAPL",2018-04-10 15:00:00
"494","AAPL",2018-04-10 15:05:00
"495","AAPL",2018-04-10 15:10:00
"496","AAPL",2018-04-10 15:15:00
"497","AAPL",2018-04-10 15:20:00
"498","AAPL",2018-04-10 15:25:00
"499","AAPL",2018-04-10 15:30:00
"500","AAPL",2018-04-10 15:35:00
"501","AAPL",2018-04-10 15:40:00
"502","AAPL",2018-04-10 15:45:00
"503","AAPL",2018-04-10 15:50:00
"504","AAPL",2018-04-10 15:55:00
"505","AAPL",2018-04-10 16:00:00
"506","AAPL",2018-04-10 16:05:00
"507","AAPL",2018-04-10 16:10:00
"508","AAPL",2018-04-10 16:15:00
"509","AAPL",2018-04-10 16:20:00
"510","AAPL",2018-04-10 16:25:00
"511","AAPL",2018-04-10 16:30:00
"512","AAPL",2018-04-10 16:35:00
"513","AAPL",2018-04-10 16:40:00
"514","AAPL",2018-04-10 16:45:00
"515","AAPL",2018-04-10 16:50:00
"516","AAPL",2018-04-10 16:55:00
"517","AAPL",2018-04-10 17:00:00
"518","AAPL",2018-04-10 17:05:00
"519","AAPL",2018-04-10 17:10:00
"520","AAPL",2018-04-10 17:15:00
"521","AAPL",2018-04-10 17:20:00
"522","AAPL",2018-04-10 17:25:00
"523","AAPL",2018-04-10 17:30:00
"524","AAPL",2018-04-10 17:35:00
"525","AAPL",2018-04-10 17:40:00
"526","AAPL",2018-04-10 17:45:00
"527","AAPL",2018-04-10 17:50:00
"528","AAPL",2018-04-10 17:55:00
"529","AAPL",2018-04-10 18:00:00
"530","AAPL",2018-04-10 18:05:00
"531","AAPL",2018-04-10 18:10:00
"532","AAPL",2018-04-10 18:15:00
"533","AAPL",2018-04-10 18:20:00
"534","AAPL",2018-04-10 18:25:00
"535","AAPL",2018-04-10 18:30:00
"536","AAPL",2018-04-10 18:35:00
"537","AAPL",2018-04-10 18:40:00
"538","AAPL",2018-04-10 18:45:00
"539","AAPL",2018-04-10 18:50:00
"540","AAPL",2018-04-10 18:55:00
"541","AAPL",2018-04-10 19:00:00
"542","AAPL",2018-04-10 19:05:00
"543","AAPL",2018-04-10 19:10:00
"544","AAPL",2018-04-10 19:15:00
"545","AAPL",2018-04-10 19:20:00
"546","AAPL",2018-04-10 19:25:00
"547","AAPL",2018-04-10 19:30:00
"548","AAPL",2018-04-10 19:35:00
"549","AAPL",2018-04-10 19:40:00
"550","AAPL",2018-04-10 19:45:00
"551","AAPL",2018-04-10 19:50:00
"552","AAPL",2018-04-10 19:55:00
"553","AAPL",2018-04-10 20:00:00
"554","AAPL",2018-04-11 13:30:00
"555","AAPL",2018-04-11 13:35:00
"556","AAPL",2018-04-11 13:40:00
"557","AAPL",2018-04-11 13:45:00
"558","AAPL",2018-04-11 13:50:00
"559","AAPL",2018-04-11 13:55:00
"560","AAPL",2018-04-11 14:00:00
"561","AAPL",2018-04-11 14:05:00
"562","AAPL",2018-04-11 14:10:00
"563","AAPL",2018-04-11 14:15:00
"564","AAPL",2018-04-11 14:20:00
"565","AAPL",2018-04-11 14:25:00
"566","AAPL",2018-04-11 14:30:00
"567","AAPL",2018-04-11 14:35:00
"568","AAPL",2018-04-11 14:40:00
"569","AAPL",2018-04-11 14:45:00
"570","AAPL",2018-04-11 14:50:00
"571","AAPL",2018-04-11 14:55:00
"572","AAPL",2018-04-11 15:00:00
"573","AAPL",2018-04-11 15:05:00
"574","AAPL",2018-04-11 15:10:00
"575","AAPL",2018-04-11 15:15:00
"576","AAPL",2018-04-11 15:20:00
"577","AAPL",2018-04-11 15:25:00
"578","AAPL",2018-04-11 15:30:00
"579","AAPL",2018-04-11 15:35:00
"580","AAPL",2018-04-11 15:40:00
"581","AAPL",2018-04-11 15:45:00
